EMP PTO;FIL PTO; ;TP PTO;NUM CARGA;DT CARGA;CUBAGEM;CARGA ETG;DATA ETG;BOX;SHIPMENT;EMP ETG;FIL ETG; ;                              
 21;2297;L; ; 001;11.08.2022;000,0031;         ;          ;    ;         ; 21;1999;D;                                               
 21;2298;L; ; 001;18.08.2022;000,0007;         ;          ;    ;         ; 21;2241;D;                                               
 21;2299;L; ; 010;18.08.2022;000,0007;         ;          ;    ;         ; 21;2241;D;                                               
 21;2300;L; ; 001;18.08.2022;000,7627;         ;          ;    ;         ; 21;2241;D;                                               
 21;2301;L; ; 001;18.08.2022;000,0207;         ;          ;    ;         ; 21;2241;D;                                               
 21;2302;L; ; 003;17.08.2022;000,0024;         ;          ;    ;         ; 21;1475;D;                                               
 21;2305;L; ; 001;20.08.2022;000,0365;         ;          ;    ;         ; 21;1200;D;                                               
 21;2309;L; ; 001;18.08.2022;000,0005;         ;          ;    ;         ; 21;2241;D;                                               
 21;2310;L; ; 001;18.08.2022;000,0007;         ;          ;    ;         ; 21;2241;D;                                               
 21;2311;L; ; 001;18.08.2022;001,6887;         ;          ;    ;         ; 21;2241;D;                                               
 21;2313;L; ; 001;18.08.2022;000,1661;         ;          ;    ;         ; 21;2241;D;                                               
 21;2316;L; ; 001;18.08.2022;001,9879;         ;          ;    ;         ; 21;2241;D;                                               
 21;2317;L; ; 001;18.08.2022;000,0007;         ;          ;    ;         ; 21;2241;D;                                               
 21;2319;L; ; 001;18.08.2022;000,0209;         ;          ;    ;         ; 21;1887;D;                                               
 21;2321;L; ; 001;18.08.2022;000,0011;         ;          ;    ;         ; 21;2241;D;                                               
 21;2322;L; ; 001;18.08.2022;000,1724;         ;          ;    ;         ; 21;2241;D;                                               
 21;2323;L; ; 001;18.08.2022;001,6343;         ;          ;    ;         ; 21;2241;D;                                               
 21;2326;L; ; 001;18.08.2022;001,9635;         ;          ;    ;         ; 21;1400;D;                                               
 21;2330;L; ; 010;18.08.2022;000,0005;         ;          ;    ;         ; 21;2241;D;                                               
 21;2332;L; ; 001;18.08.2022;000,3062;         ;          ;    ;         ; 21;1875;D;                                               
 21;2337;L; ; 008;18.08.2022;000,0023;         ;          ;    ;         ; 21;1875;D;                                               
 21;2346;L; ; 001;18.08.2022;002,1168;         ;          ;    ;         ; 21;1792;D;                                               
 21;2347;L; ; 001;18.08.2022;000,0005;         ;          ;    ;         ; 21;2241;D;                                               
 21;2348;L; ; 005;18.08.2022;000,0005;         ;          ;    ;         ; 21;2241;D;                                               
 21;2349;L; ; 012;18.08.2022;000,4206;         ;          ;    ;         ; 21;2241;D;                                               
 21;2350;L; ; 001;18.08.2022;000,2467;         ;          ;    ;         ; 21;2241;D;                                               
 21;2351;L; ; 001;18.08.2022;000,6160;         ;          ;    ;         ; 21;2241;D;                                               
 21;2355;L; ; 001;18.08.2022;000,0935;         ;          ;    ;         ; 21;2241;D;                                               
 21;2360;L; ; 001;18.08.2022;000,0257;         ;          ;    ;         ; 21;2241;D;                                               
 21;2368;L; ; 001;18.08.2022;001,6514;         ;          ;    ;         ; 21;2241;D;                                               
 21;2371;L; ; 001;18.08.2022;001,9942;         ;          ;    ;         ; 21;2241;D;                                               
 21;2373;L; ; 001;18.08.2022;001,0992;         ;          ;    ;         ; 21;2241;D;                                               
 21;2380;L; ; 001;18.08.2022;000,0025;         ;          ;    ;         ; 21;1673;D;                                               
 21;2384;L; ; 001;18.08.2022;000,6220;         ;          ;    ;         ; 21;1875;D;                                               
 21;2394;L; ; 001;18.08.2022;001,0923;         ;          ;    ;         ; 21;2241;D;                                               
 21;2398;L; ; 001;18.08.2022;000,0566;         ;          ;    ;         ; 21;1673;D;                                               
 21;2412;L; ; 001;18.08.2022;001,5343;         ;          ;    ;         ; 21;1875;D;                                               
 21;2418;L; ; 001;18.08.2022;002,5087;         ;          ;    ;         ; 21;1792;D;                                               
 21;2421;L; ; 012;18.08.2022;001,1808;         ;          ;    ;         ; 21;1877;D;                                               
 21;2425;L; ; 001;18.08.2022;002,3454;         ;          ;    ;         ; 21;2241;D;                                               
 21;2426;L; ; 001;18.08.2022;000,3908;         ;          ;    ;         ; 21;1887;D;                                               
 21;2430;L; ; 001;12.08.2022;000,5917;         ;          ;    ;         ; 21;1445;D;                                               
 21;2432;L; ; 001;18.08.2022;000,1530;         ;          ;    ;         ; 21;1445;D;                                               
 21;2436;L; ; 001;18.08.2022;000,0744;         ;          ;    ;         ; 21;1635;D;                                               
 21;2437;L; ; 001;18.08.2022;000,5624;         ;          ;    ;         ; 21;1088;D;                                               
 21;2445;L; ; 007;18.08.2022;001,1844;         ;          ;    ;         ; 21;1887;D;                                               
 21;2450;L; ; 005;20.08.2022;002,7983;         ;          ;    ;         ; 21;1877;D;                                               
 21;2451;L; ; 001;20.08.2022;000,0041;         ;          ;    ;         ; 21;1635;D;                                               
 21;2452;L; ; 004;18.08.2022;001,1618;         ;          ;    ;         ; 21;1475;D;                                               
 21;2456;L; ; 004;17.08.2022;000,0063;         ;          ;    ;         ; 21;1624;D;                                               
 21;2456;L; ; 001;18.08.2022;001,3159;         ;          ;    ;         ; 21;1624;D;                                               
 21;2460;L; ; 003;06.08.2022;003,5598;         ;          ;    ;         ; 21;1401;D;                                               
 21;2472;L; ; 005;20.08.2022;000,0121;         ;          ;    ;         ; 21;2241;D;                                               
 21;2485;L; ; 001;18.08.2022;001,2591;         ;          ;    ;         ; 21;1624;D;                                               
 21;2486;L; ; 001;12.08.2022;000,3612;         ;          ;    ;         ; 21;1445;D;                                               
 21;4015;L; ; 001;20.08.2022;000,0044;         ;          ;    ;         ; 21;1200;D;                                               
 21;  17;L;U; 002;22.08.2022;000,0078;         ;          ;    ;         ; 21;1401;D;                                               
 21;  25;L;U; 002;22.08.2022;000,0042;         ;          ;    ;         ; 21;1401;D;                                               
 21;  35;L;U; 002;24.08.2022;000,0036;         ;          ;    ;         ; 21;1401;D;                                               
 21;  39;L;U; 002;22.08.2022;000,0018;         ;          ;    ;         ; 21;1401;D;                                               
 21;  77;L;U; 002;22.08.2022;000,0017;         ;          ;    ;         ; 21;1401;D;                                               
 21;  80;L;U; 002;22.08.2022;000,0049;         ;          ;    ;         ; 21;1401;D;                                               
 21;  89;L;U; 002;22.08.2022;000,0034;         ;          ;    ;         ; 21;1401;D;                                               
 21; 112;L;U; 002;22.08.2022;000,0017;         ;          ;    ;         ; 21;1401;D;                                               
 21; 114;L;U; 002;24.08.2022;000,0077;         ;          ;    ;         ; 21;1760;D;                                               
 21; 121;L;U; 002;22.08.2022;000,0038;         ;          ;    ;         ; 21;1401;D;                                               
 21; 122;L;U; 003;14.08.2022;000,0040;         ;          ;    ;         ; 21;1760;D;                                               
 21; 160;L;U; 002;23.08.2022;000,0037;         ;          ;    ;         ; 21;1088;D;                                               
 21; 161;L;U; 001;14.08.2022;000,0037;         ;          ;    ;         ; 21;1760;D;                                               
 21; 167;L;U; 002;24.08.2022;000,0013;         ;          ;    ;         ; 21;1401;D;                                               
 21; 173;L;U; 007;14.08.2022;000,0044;         ;          ;    ;         ; 21;1760;D;                                               
 21; 217;L;U; 002;23.08.2022;000,0031;         ;          ;    ;         ; 21;1760;D;                                               
 21; 261;L;U; 003;14.08.2022;000,0021;         ;          ;    ;         ; 21;1088;D;                                               
 21; 261;L;U; 002;23.08.2022;000,0003;         ;          ;    ;         ; 21;1088;D;                                               
 21; 263;L;U; 003;14.08.2022;000,0044;         ;          ;    ;         ; 21;1760;D;                                               
 21; 281;L;U; 002;20.08.2022;000,0020;         ;          ;    ;         ; 21;1401;D;                                               
 21; 288;L;U; 004;14.08.2022;000,0036;         ;          ;    ;         ; 21;1760;D;                                               
 21; 293;L;U; 007;14.08.2022;000,0044;         ;          ;    ;         ; 21;1760;D;                                               
 21; 296;L;U; 002;23.08.2022;000,0024;         ;          ;    ;         ; 21;1401;D;                                               
 21; 324;L;U; 002;19.08.2022;000,0002;         ;          ;    ;         ; 21;1445;D;                                               
 21; 330;L;U; 004;14.08.2022;000,0058;         ;          ;    ;         ; 21;1760;D;                                               
 21; 334;L;U; 003;14.08.2022;000,0023;         ;          ;    ;         ; 21;1760;D;                                               
 21; 334;L;U; 002;20.08.2022;000,0003;         ;          ;    ;         ; 21;1760;D;                                               
 21; 336;L;U; 001;14.08.2022;000,0010;         ;          ;    ;         ; 21;1088;D;                                               
 21; 362;L;U; 002;23.08.2022;000,0008;         ;          ;    ;         ; 21;1760;D;                                               
 21; 366;L;U; 004;14.08.2022;000,0019;         ;          ;    ;         ; 21;1760;D;                                               
 21; 372;L;U; 002;23.08.2022;000,0025;         ;          ;    ;         ; 21;1760;D;                                               
 21; 375;L;U; 002;23.08.2022;000,0047;         ;          ;    ;         ; 21;1760;D;                                               
 21; 376;L;U; 002;23.08.2022;000,0015;         ;          ;    ;         ; 21;1760;D;                                               
 21; 378;L;U; 002;23.08.2022;000,0044;         ;          ;    ;         ; 21;1760;D;                                               
 21; 382;L;U; 004;14.08.2022;000,0002;         ;          ;    ;         ; 21;1088;D;                                               
 21; 445;L;U; 002;23.08.2022;000,0007;         ;          ;    ;         ; 21;1760;D;                                               
 21; 469;L;U; 002;15.08.2022;000,0031;         ;          ;    ;         ; 21;1200;D;                                               
 21; 479;L;U; 002;24.08.2022;000,0030;         ;          ;    ;         ; 21;1401;D;                                               
 21; 514;L;U; 001;14.08.2022;000,0020;         ;          ;    ;         ; 21;1760;D;                                               
 21; 520;L;U; 002;22.08.2022;000,0050;         ;          ;    ;         ; 21;1401;D;                                               
 21; 521;L;U; 002;22.08.2022;000,0039;         ;          ;    ;         ; 21;1401;D;                                               
 21; 523;L;U; 001;14.08.2022;000,0005;         ;          ;    ;         ; 21;1760;D;                                               
 21; 539;L;U; 003;14.08.2022;000,0037;         ;          ;    ;         ; 21;1760;D;                                               
 21; 639;L;U; 005;14.08.2022;000,0012;         ;          ;    ;         ; 21;1760;D;                                               
 21; 652;L;U; 002;20.08.2022;000,0021;         ;          ;    ;         ; 21;1401;D;                                               
 21; 673;L;U; 002;22.08.2022;000,0040;         ;          ;    ;         ; 21;1401;D;                                               
 21; 929;L;U; 001;14.08.2022;000,0042;         ;          ;    ;         ; 21;1760;D;                                               
 21; 933;L;U; 002;14.08.2022;000,0075;         ;          ;    ;         ; 21;1760;D;                                               
 21; 941;L;U; 002;19.08.2022;000,0036;         ;          ;    ;         ; 21;1401;D;                                               
 21; 954;L;U; 002;22.08.2022;000,0018;         ;          ;    ;         ; 21;1401;D;                                               
 21; 957;L;U; 001;14.08.2022;000,0019;         ;          ;    ;         ; 21;1088;D;                                               
 21; 975;L;U; 004;19.08.2022;000,0034;         ;          ;    ;         ; 21;1401;D;                                               
 21;1018;L;U; 002;19.08.2022;000,0143;         ;          ;    ;         ; 21;1200;D;                                               
 21;1025;L;U; 005;14.08.2022;000,0004;         ;          ;    ;         ; 21;1088;D;                                               
 21;1039;L;U; 002;16.08.2022;000,0003;         ;          ;    ;         ; 21;1200;D;                                               
 21;1044;L;U; 001;14.08.2022;000,0005;         ;          ;    ;         ; 21;1088;D;                                               
 21;1049;L;U; 003;17.08.2022;000,0033;         ;          ;    ;         ; 21;1200;D;                                               
 21;1052;L;U; 001;14.08.2022;000,0036;         ;          ;    ;         ; 21;1088;D;                                               
 21;1059;L;U; 011;14.08.2022;000,0004;         ;          ;    ;         ; 21;1760;D;                                               
 21;1062;L;U; 002;17.08.2022;000,0352;         ;          ;    ;         ; 21;1088;D;                                               
 21;1066;L;U; 002;15.08.2022;000,0292;         ;          ;    ;         ; 21;1200;D;                                               
 21;1069;L;U; 002;16.08.2022;000,0005;         ;          ;    ;         ; 21;1200;D;                                               
 21;1074;L;U; 002;17.08.2022;000,0189;         ;          ;    ;         ; 21;1200;D;                                               
 21;1075;L;U; 004;14.08.2022;000,0003;         ;          ;    ;         ; 21;1088;D;                                               
 21;1082;L;U; 002;18.08.2022;000,0188;         ;          ;    ;         ; 21;1200;D;                                               
 21;1085;L;U; 002;15.08.2022;000,0003;         ;          ;    ;         ; 21;1200;D;                                               
 21;1093;L;U; 002;14.08.2022;000,0037;         ;          ;    ;         ; 21;1760;D;                                               
 21;1112;L;U; 007;19.08.2022;000,0004;         ;          ;    ;         ; 21;1673;D;                                               
 21;1114;L;U; 002;15.08.2022;000,0076;         ;          ;    ;         ; 21;1200;D;                                               
 21;1121;L;U; 002;14.08.2022;000,0002;         ;          ;    ;         ; 21;1088;D;                                               
 21;1126;L;U; 001;14.08.2022;000,0036;         ;          ;    ;         ; 21;1088;D;                                               
 21;1149;L;U; 002;16.08.2022;000,0203;         ;          ;    ;         ; 21;1200;D;                                               
 21;1154;L;U; 002;18.08.2022;000,0071;         ;          ;    ;         ; 21;1200;D;                                               
 21;1159;L;U; 007;14.08.2022;000,0003;         ;          ;    ;         ; 21;1760;D;                                               
 21;1161;L;U; 002;22.08.2022;000,0353;         ;          ;    ;         ; 21;1401;D;                                               
 21;1164;L;U; 002;18.08.2022;000,0005;         ;          ;    ;         ; 21;1401;D;                                               
 21;1167;L;U; 004;19.08.2022;000,0165;         ;          ;    ;         ; 21;1401;D;                                               
 21;1171;L;U; 002;22.08.2022;000,0010;         ;          ;    ;         ; 21;1401;D;                                               
 21;1194;L;U; 002;24.08.2022;000,0138;         ;          ;    ;         ; 21;1401;D;                                               
 21;1195;L;U; 002;22.08.2022;000,0002;         ;          ;    ;         ; 21;1401;D;                                               
 21;1200;D;U; 025;13.08.2022;000,0171;         ;          ;    ;         ; 21;1200;D;                                               
 21;1200;D;U; 018;13.08.2022;000,0106;         ;          ;    ;         ; 21;1200;D;                                               
 21;1200;D;U; 045;13.08.2022;000,0115;         ;          ;    ;         ; 21;1200;D;                                               
 21;1200;D;U; 111;15.08.2022;000,0101;         ;          ;    ;         ; 21;1200;D;                                               
 21;1218;L;U; 002;17.08.2022;000,0006;         ;          ;    ;         ; 21;1200;D;                                               
 21;1221;L;U; 002;17.08.2022;000,0039;         ;          ;    ;         ; 21;1200;D;                                               
 21;1221;L;U; 006;17.08.2022;000,0005;         ;          ;    ;         ; 21;1200;D;                                               
 21;1223;L;U; 002;22.08.2022;000,0187;         ;          ;    ;         ; 21;1401;D;                                               
 21;1224;L;U; 002;15.08.2022;000,0038;         ;          ;    ;         ; 21;1200;D;                                               
 21;1230;L;U; 002;15.08.2022;000,0183;         ;          ;    ;         ; 21;1200;D;                                               
 21;1253;L;U; 004;17.08.2022;000,0095;         ;          ;    ;         ; 21;1401;D;                                               
 21;1269;L;U; 002;15.08.2022;000,0014;         ;          ;    ;         ; 21;1200;D;                                               
 21;1270;L;U; 002;19.08.2022;000,0004;         ;          ;    ;         ; 21;1200;D;                                               
 21;1280;L;U; 002;16.08.2022;000,0146;         ;          ;    ;         ; 21;1401;D;                                               
 21;1281;L;U; 002;18.08.2022;000,0023;         ;          ;    ;         ; 21;1401;D;                                               
 21;1283;L;U; 002;22.08.2022;000,0006;         ;          ;    ;         ; 21;1401;D;                                               
 21;1312;L;U; 001;19.08.2022;000,0077;         ;          ;    ;         ; 21;1200;D;                                               
 21;1324;L;U; 002;17.08.2022;000,0005;         ;          ;    ;         ; 21;1895;D;                                               
 21;1325;L;U; 002;17.08.2022;000,0006;         ;          ;    ;         ; 21;1895;D;                                               
 21;1365;L;U; 002;14.08.2022;000,0056;         ;          ;    ;         ; 21;1760;D;                                               
 21;1371;L;U; 002;15.08.2022;000,0110;         ;          ;    ;         ; 21;1200;D;                                               
 21;1405;L;U; 001;14.08.2022;000,0010;         ;          ;    ;         ; 21;1088;D;                                               
 21;1409;L;U; 002;15.08.2022;000,0025;         ;          ;    ;         ; 21;1200;D;                                               
 21;1417;L;U; 003;14.08.2022;000,0498;         ;          ;    ;         ; 21;1760;D;                                               
 21;1418;L;U; 007;14.08.2022;000,0005;         ;          ;    ;         ; 21;1760;D;                                               
 21;1419;L;U; 004;23.08.2022;000,0054;         ;          ;    ;         ; 21;1760;D;                                               
 21;1420;L;U; 004;14.08.2022;000,0004;         ;          ;    ;         ; 21;1760;D;                                               
 21;1430;L;U; 002;17.08.2022;000,0004;         ;          ;    ;         ; 21;1200;D;                                               
 21;1444;L;U; 002;16.08.2022;000,0074;         ;          ;    ;         ; 21;1624;D;                                               
 21;1459;L;U; 002;22.08.2022;000,0039;         ;          ;    ;         ; 21;1401;D;                                               
 21;1463;L;U; 004;19.08.2022;000,0008;         ;          ;    ;         ; 21;1895;D;                                               
 21;1475;D;U; 005;13.08.2022;000,0003;         ;          ;    ;         ; 21;1200;D;                                               
 21;1493;L;U; 002;15.08.2022;000,0004;         ;          ;    ;         ; 21;1200;D;                                               
 21;1498;L;U; 003;14.08.2022;000,0050;         ;          ;    ;         ; 21;1760;D;                                               
 21;1524;L;U; 002;18.08.2022;000,0074;         ;          ;    ;         ; 21;1088;D;                                               
 21;1530;L;U; 004;14.08.2022;000,0005;         ;          ;    ;         ; 21;1760;D;                                               
 21;1531;L;U; 003;19.08.2022;000,0010;         ;          ;    ;         ; 21;1400;D;                                               
 21;1540;L;U; 002;14.08.2022;000,0003;         ;          ;    ;         ; 21;1400;D;                                               
 21;1541;L;U; 001;14.08.2022;000,0004;         ;          ;    ;         ; 21;1760;D;                                               
 21;1542;L;U; 001;20.08.2022;000,0008;         ;          ;    ;         ; 21;1088;D;                                               
 21;1544;L;U; 002;15.08.2022;000,0072;         ;          ;    ;         ; 21;1200;D;                                               
 21;1568;L;U; 001;14.08.2022;000,0006;         ;          ;    ;         ; 21;1088;D;                                               
 21;1569;L;U; 004;19.08.2022;000,0003;         ;          ;    ;         ; 21;1895;D;                                               
 21;1577;L;U; 005;14.08.2022;000,0010;         ;          ;    ;         ; 21;1760;D;                                               
 21;1583;L;U; 002;16.08.2022;000,0011;         ;          ;    ;         ; 21;1088;D;                                               
 21;1594;L;U; 002;16.08.2022;000,0040;         ;          ;    ;         ; 21;1200;D;                                               
 21;1614;L;U; 002;17.08.2022;000,0234;         ;          ;    ;         ; 21;1401;D;                                               
 21;1615;L;U; 003;14.08.2022;000,0023;         ;          ;    ;         ; 21;1760;D;                                               
 21;1624;D;U; 004;20.08.2022;000,0017;         ;          ;    ;         ; 21;1200;D;                                               
 21;1627;L;U; 004;19.08.2022;000,0003;         ;          ;    ;         ; 21;1895;D;                                               
 21;1638;L;U; 002;22.08.2022;000,0276;         ;          ;    ;         ; 21;1640;D;                                               
 21;1640;D;U; 010;13.08.2022;000,0085;         ;          ;    ;         ; 21;1401;D;                                               
 21;1645;L;U; 002;22.08.2022;000,0033;         ;          ;    ;         ; 21;1640;D;                                               
 21;1666;L;U; 001;14.08.2022;000,0005;         ;          ;    ;         ; 21;1400;D;                                               
 21;1681;L;U; 003;14.08.2022;000,0004;         ;          ;    ;         ; 21;1760;D;                                               
 21;1682;L;U; 001;14.08.2022;000,0002;         ;          ;    ;         ; 21;1760;D;                                               
 21;1689;L;U; 002;20.08.2022;000,0002;         ;          ;    ;         ; 21;1200;D;                                               
 21;1694;L;U; 005;14.08.2022;000,0003;         ;          ;    ;         ; 21;1760;D;                                               
 21;1702;L;U; 004;19.08.2022;000,0203;         ;          ;    ;         ; 21;1401;D;                                               
 21;1711;L;U; 002;18.08.2022;000,0003;         ;          ;    ;         ; 21;1887;D;                                               
 21;1714;L;U; 002;18.08.2022;000,0003;         ;          ;    ;         ; 21;1887;D;                                               
 21;1723;L;U; 002;16.08.2022;000,0074;         ;          ;    ;         ; 21;1401;D;                                               
 21;1729;L;U; 001;14.08.2022;000,0004;         ;          ;    ;         ; 21;1400;D;                                               
 21;1752;L;U; 005;19.08.2022;000,0040;         ;          ;    ;         ; 21;1673;D;                                               
 21;1775;L;U; 002;18.08.2022;000,0003;         ;          ;    ;         ; 21;1887;D;                                               
 21;1781;L;U; 002;18.08.2022;000,0002;         ;          ;    ;         ; 21;1887;D;                                               
 21;1786;L;U; 002;15.08.2022;000,0041;         ;          ;    ;         ; 21;1200;D;                                               
 21;1791;L;U; 009;19.08.2022;000,0004;         ;          ;    ;         ; 21;1887;D;                                               
 21;1811;L;U; 009;19.08.2022;000,0006;         ;          ;    ;         ; 21;1875;D;                                               
 21;1827;L;U; 003;14.08.2022;000,0101;         ;          ;    ;         ; 21;1760;D;                                               
 21;1839;L;U; 004;19.08.2022;000,0012;         ;          ;    ;         ; 21;1401;D;                                               
 21;1846;L;U; 010;19.08.2022;000,0004;         ;          ;    ;         ; 21;1875;D;                                               
 21;1852;L;U; 002;18.08.2022;000,0002;         ;          ;    ;         ; 21;1887;D;                                               
 21;1882;D;U; 001;27.07.2022;000,0106;         ;          ;    ;         ; 21;1200;D;                                               
 21;1882;D;U; 002;16.08.2022;000,0016;         ;          ;    ;         ; 21;1200;D;                                               
 21;1907;L;U; 002;15.08.2022;000,0003;         ;          ;    ;         ; 21;1200;D;                                               
 21;1919;L;U; 002;23.08.2022;000,0003;         ;          ;    ;         ; 21;1895;D;                                               
 21;1941;D;U; 002;20.08.2022;000,0007;         ;          ;    ;         ; 21;1401;D;                                               
 21;1949;L;U; 002;18.08.2022;000,0113;         ;          ;    ;         ; 21;1640;D;                                               
 21;1959;L;U; 003;14.08.2022;000,0040;         ;          ;    ;         ; 21;1760;D;                                               
 21;2024;L;U; 002;18.08.2022;000,0002;         ;          ;    ;         ; 21;1088;D;                                               
 21;2044;L;U; 009;19.08.2022;000,0039;         ;          ;    ;         ; 21;1887;D;                                               
 21;2121;L;U; 002;19.08.2022;000,0021;         ;          ;    ;         ; 21;1887;D;                                               
 21;2142;L;U; 001;14.08.2022;000,0106;         ;          ;    ;         ; 21;1088;D;                                               
 21;2158;L;U; 001;13.08.2022;000,0003;         ;          ;    ;         ; 21;1088;D;                                               
 21;2164;L;U; 008;18.08.2022;000,0002;         ;          ;    ;         ; 21;1887;D;                                               
 21;2173;L;U; 001;14.08.2022;000,0005;         ;          ;    ;         ; 21;1088;D;                                               
 21;2205;L;U; 002;19.08.2022;000,0039;         ;          ;    ;         ; 21;1875;D;                                               
 21;2210;L;U; 002;18.08.2022;000,0007;         ;          ;    ;         ; 21;1875;D;                                               
 21;2268;L;U; 002;16.08.2022;000,0002;         ;          ;    ;         ; 21;1673;D;                                               
 21;2281;L;U; 002;19.08.2022;000,0141;         ;          ;    ;         ; 21;1875;D;                                               
 21;2306;L;U; 002;13.08.2022;000,0052;         ;          ;    ;         ; 21;1887;D;                                               
 21;2314;L;U; 002;17.08.2022;000,0111;         ;          ;    ;         ; 21;1445;D;                                               
 21;2426;L;U; 002;18.08.2022;000,0007;         ;          ;    ;         ; 21;1887;D;                                               
 21;4009;L;U; 002;15.08.2022;000,0013;         ;          ;    ;         ; 21;1200;D;                                               
